Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
382,Christian Koloko,25,MEM,C,11,2,195,9,0.394,0.029,0.114,10.4,13.4,11.9,6.5,2.4,6.3,16,9.2,-0.1,0.3,0.2,0.055,-4.9,2.2,-2.7,0,,kolokch01
383,Yang Hansen,20,POR,C,23,1,197,3.7,0.403,0.477,0.246,5.9,16.7,11.2,12.3,0.2,3.6,20.9,18.7,-0.5,0.1,-0.3,-0.077,-8,-0.2,-8.1,-0.3,,yangha01
384,Garrison Mathews,29,IND,SG,15,1,196,11.5,0.628,0.885,0.442,1.1,8.5,4.6,7.2,1.5,1.3,4.6,14,0.3,0.1,0.5,0.111,-1.3,0.1,-1.2,0,,mathega01
385,Julian Strawther,23,DEN,SG,20,0,188,4.7,0.445,0.431,0.4,1.3,13.2,7.5,9.5,0.3,0.5,11.6,20,-0.3,0.1,-0.2,-0.058,-7.1,-3.4,-10.5,-0.4,,strawju01
386,Yanic Konan Niederhäuser,22,LAC,C,22,0,186,16.1,0.675,0.022,0.543,12.3,16.4,14.4,6.6,0.5,5.1,14.9,16,0.4,0.1,0.5,0.128,-2.4,-0.7,-3.2,-0.1,,konanya01
387,Micah Potter,27,IND,C,11,2,186,14.9,0.702,0.686,0.392,4.4,18,10.9,11,0.8,1.4,11.8,15.4,0.4,0.1,0.6,0.147,0.5,-0.5,-0.1,0.1,,pottemi01
388,Zach Collins,28,CHI,C,10,0,184,18,0.666,0.328,0.313,9.4,22.7,16.2,11.8,0.5,1.9,12.1,18.9,0.4,0.1,0.5,0.138,0.9,-0.9,0,0.1,,colliza01
389,Nigel Hayes-Davis,31,PHO,SF,23,0,180,4.5,0.376,0.349,0.047,6.6,11.3,8.9,4.9,1.9,0.5,13.8,11.8,-0.2,0.2,0,-0.011,-6.2,-0.9,-7.1,-0.2,,hayesni01
390,Kasparas Jakučionis,19,MIA,PG,14,1,179,7.4,0.496,0.563,0.208,5.2,8.6,6.9,10.2,2.1,0,14.7,14,0,0.2,0.2,0.044,-4.1,0.7,-3.4,-0.1,,jakucka01
391,Amir Coffey,28,MIL,SG,23,0,178,8.1,0.593,0.452,0.323,3.2,7.6,5.4,5.8,0.5,1.1,7.8,9.5,0.2,0.1,0.2,0.062,-2.7,-1.9,-4.6,-0.1,,coffeam01
392,Javon Small,23,MEM,PG,14,0,176,9,0.479,0.554,0.268,3,8.9,6,34.9,1.1,1.1,22.3,18.9,-0.1,0.1,0.1,0.017,-2.6,-1.1,-3.7,-0.1,,smallja01
393,RayJ Dennis,24,2TM,PG,14,0,172,6.4,0.421,0.528,0.125,4.8,9.8,7.2,22,0.8,2,16.5,22.3,-0.4,0.1,-0.3,-0.077,-4.2,-1.4,-5.7,-0.2,,dennira01
393,RayJ Dennis,24,IND,PG,13,0,168,6.6,0.421,0.528,0.125,4.9,8.6,6.7,22.5,0.9,2.1,15.6,22.6,-0.3,0.1,-0.3,-0.072,-4,-1.5,-5.4,-0.1,,dennira01
393,RayJ Dennis,24,LAC,PG,1,0,4,-6,,,,0,56.6,29.1,0,0,0,100,11.1,0,0,0,-0.279,-15.5,-0.4,-15.9,0,,dennira01
394,Jae'Sean Tate,30,HOU,SF,22,0,170,12.9,0.575,0.34,0.06,10,11.1,10.5,10.2,1.2,1.6,7.2,13.6,0.4,0.2,0.5,0.145,-1.6,-0.5,-2.1,0,,tateja01
395,Taurean Prince,31,MIL,SF,8,0,169,7.7,0.623,0.737,0.079,0,8.7,4.4,6.2,1.7,1.2,11.3,11.6,0.1,0.1,0.2,0.053,-3.3,-0.3,-3.7,-0.1,,princta02
396,Rasheer Fleming,21,PHO,PF,23,0,165,9.5,0.432,0.58,0.13,10.5,9.6,10.1,3.4,1.8,3.4,5.2,19.5,-0.1,0.2,0.1,0.032,-4.5,-1.4,-5.9,-0.2,,flemira01
397,Lindy Waters III,28,SAS,SG,23,0,162,7.6,0.506,0.875,0.021,1.3,11.9,6.6,8,1.2,0,2,12.8,0.1,0.2,0.3,0.075,-2.6,0.4,-2.1,0,,waterli01
398,Jamir Watkins,24,WAS,SG,14,2,162,8.5,0.65,0.607,0.286,3.3,18.7,11,4.8,1.2,1.6,13.7,9.4,0.1,0.1,0.2,0.062,-4.6,-0.8,-5.4,-0.1,,watkija01
399,Mohamed Diawara,20,NYK,SF,32,4,160,10.3,0.502,0.545,0.073,4,16.2,9.9,11.6,2.4,2.5,13.7,17.2,-0.1,0.2,0.1,0.04,-2.8,0.2,-2.5,0,,diawamo01
400,Brooks Barnhizer,23,OKC,SG,21,0,160,8,0.489,0.222,0.222,5,20.5,13,6.8,0.9,1.3,9.2,8.8,0,0.3,0.3,0.103,-3.5,1.1,-2.5,0,,barnhbr01
401,Walker Kessler,24,UTA,C,5,5,154,20.7,0.786,0.216,0.541,16,22.3,19.1,14,2.1,5.6,25.9,16.6,0.3,0.1,0.5,0.148,1.7,1.7,3.4,0.2,,kesslwa01
402,PJ Hall,23,2TM,C,15,2,154,17.6,0.653,0.114,0.455,17.1,20.6,18.9,6.7,0.3,5.3,17.2,17.4,0.3,0.2,0.4,0.133,-0.1,-0.6,-0.7,0,,hallpj01
402,PJ Hall,23,MEM,C,7,0,27,18.9,0.63,0.333,0.333,11.8,23.3,17.6,11,0,7.1,8.8,17.3,0.1,0,0.1,0.174,1.6,0.4,2,0,,hallpj01
402,PJ Hall,23,CHO,C,8,2,127,17.4,0.659,0.057,0.486,18.2,20.1,19.2,5.8,0.4,4.9,19.1,17.4,0.2,0.1,0.3,0.125,-0.5,-0.8,-1.3,0,,hallpj01
403,Bronny James,21,LAL,SG,21,1,153,6.9,0.45,0.526,0.053,3.2,4.5,3.8,20.9,2.9,0.6,23.6,14.4,-0.1,0.1,0,-0.01,-3.8,-0.7,-4.5,-0.1,,jamesbr02
404,Chaz Lanier,24,DET,SG,16,0,153,10.8,0.528,0.854,0.104,4.4,6.5,5.4,10,1.6,0,2,13.7,0.2,0.2,0.4,0.122,-0.6,-0.5,-1.1,0,,laniech01
405,AJ Johnson,21,WAS,SG,22,0,152,1.1,0.303,0.304,0.071,4.2,11.7,7.9,12,1.2,0,14.8,18.6,-0.6,0,-0.6,-0.174,-8.6,-3.8,-12.4,-0.4,,johnsaj01
